City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Fare,PF,-16.7,-151.0167,81.27,76,71,14.12,light rain
345,Sola,VU,-13.8833,167.55,82.06,78,100,25.12,overcast clouds
346,Port-Gentil,GA,-0.7193,8.7815,81.14,80,100,8.23,overcast clouds
347,Buluang,PH,13.3068,123.3425,83.39,57,96,6.17,overcast clouds
348,Shache,CN,38.4167,77.2406,33.71,54,95,4.76,overcast clouds
349,Evensk,RU,61.95,159.2333,-4.61,74,74,1.59,broken clouds
350,Luderitz,NA,-26.6481,15.1594,73.49,52,80,16.73,broken clouds
351,Valley City,US,46.9233,-98.0032,22.19,93,100,14.97,overcast clouds
352,Okhotsk,RU,59.3833,143.3,11.61,75,100,10.47,overcast clouds
353,Khasan,RU,42.4308,130.6434,29.21,61,86,3.0,overcast clouds
354,Kirsanov,RU,52.6549,42.7224,14.7,95,96,5.82,overcast clouds
355,Suifenhe,CN,44.4,131.1667,25.93,67,100,1.16,overcast clouds
356,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.2,100,100,5.75,overcast clouds
357,Te Anau,NZ,-45.4167,167.7167,74.35,44,1,7.85,clear sky
358,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,21,0,23.02,clear sky
359,Micomeseng,GQ,2.1462,10.6164,70.16,95,100,2.82,overcast clouds
360,Hay River,CA,60.8156,-115.7999,-0.42,85,100,8.05,heavy snow
361,Vardo,NO,70.3705,31.1107,29.28,78,100,20.51,overcast clouds
362,Coquimbo,CL,-29.9533,-71.3436,64.13,88,100,6.91,overcast clouds
363,Saint George,US,37.1041,-113.5841,61.39,25,0,19.57,clear sky
364,Acapulco,MX,16.8634,-99.8901,78.62,69,40,4.61,scattered clouds
365,Qaqortoq,GL,60.7167,-46.0333,16.3,69,98,10.8,overcast clouds
366,Boda,CF,4.3189,17.4695,69.21,23,31,3.42,scattered clouds
367,Raudeberg,NO,61.9875,5.1352,36.27,94,100,1.01,light rain
368,Valdagno,IT,45.6483,11.3064,41.04,72,35,1.99,scattered clouds
369,Preobrazheniye,RU,42.9019,133.9064,31.68,59,59,2.08,broken clouds
370,Usinsk,RU,65.9939,57.5281,16.61,78,99,26.35,overcast clouds
371,Benguela,AO,-12.5763,13.4055,76.68,70,100,1.23,overcast clouds
372,Teya,RU,60.3778,92.6267,-5.82,92,100,1.41,overcast clouds
373,Sorland,NO,67.667,12.6934,40.57,75,84,32.17,light rain
374,Qingdao,CN,36.0986,120.3719,40.6,56,0,2.24,clear sky
375,Astoria,US,46.1879,-123.8313,54.09,90,100,4.61,overcast clouds
376,San Cristobal,VE,7.7669,-72.225,73.58,93,97,1.66,overcast clouds
377,Pio Xii,BR,-3.8325,-45.1525,73.29,98,100,3.31,overcast clouds
378,Clyde River,CA,70.4692,-68.5914,-12.77,77,100,32.21,light snow
379,Beian,NO,63.6559,9.5683,38.01,70,40,35.68,scattered clouds
380,Goderich,CA,43.7501,-81.7165,37.2,80,100,6.91,overcast clouds
381,Providencia,MX,28.7167,-111.5833,73.45,44,57,7.61,broken clouds
382,Carpinteria,US,34.3989,-119.5185,75.0,27,34,6.04,scattered clouds
383,Rameswaram,IN,9.2833,79.3,78.84,70,72,16.02,broken clouds
384,Inhapim,BR,-19.5492,-42.12,68.59,100,100,2.3,overcast clouds
385,Skjervoy,NO,70.0311,20.9714,29.66,58,97,10.92,overcast clouds
386,Jacobabad,PK,28.281,68.4388,59.2,34,0,2.66,clear sky
387,La Barca,MX,20.2833,-102.5667,55.8,34,0,2.86,clear sky
388,San Francisco,US,37.7749,-122.4194,67.32,47,20,5.75,few clouds
389,Paamiut,GL,61.994,-49.6678,20.7,80,100,18.48,overcast clouds
390,Wanaka,NZ,-44.7,169.15,80.11,31,2,11.99,clear sky
391,Lazaro Cardenas,MX,17.9583,-102.2,73.44,69,0,4.76,clear sky
392,Francistown,BW,-21.17,27.5079,73.81,49,56,4.05,broken clouds
393,Linxia,CN,35.6003,103.2064,22.46,83,100,0.09,overcast clouds
394,Jining,CN,35.405,116.5814,41.09,65,0,6.91,clear sky
395,Nelson Bay,AU,-32.7167,152.15,92.77,61,4,4.0,clear sky
396,Tsaratanana,MG,-16.7833,47.65,73.04,94,97,1.54,overcast clouds
397,Birao,CF,10.2849,22.7882,64.54,18,36,5.12,scattered clouds
398,Lompoc,US,34.6391,-120.4579,71.91,38,0,4.61,clear sky
399,Fortuna,US,40.5982,-124.1573,58.86,75,0,0.0,clear sky
400,Shubarkuduk,KZ,49.1447,56.4872,14.14,90,100,14.07,overcast clouds
401,Plettenberg Bay,ZA,-34.0527,23.3716,66.72,79,68,5.08,broken clouds
402,Havelock,US,34.8791,-76.9013,46.94,90,0,5.75,clear sky
403,Bulgan,MN,48.8125,103.5347,1.58,89,100,3.65,overcast clouds
404,Navirai,BR,-23.065,-54.1906,69.64,62,5,2.98,clear sky
405,Ipora,BR,-16.4419,-51.1178,68.36,98,100,1.66,overcast clouds
406,Agirish,RU,61.9247,63.0231,9.01,94,98,11.99,overcast clouds
407,Voyvozh,RU,62.892,54.9635,17.8,91,100,12.19,overcast clouds
408,Imbituba,BR,-28.24,-48.6703,71.49,87,68,3.38,broken clouds
409,Rio Grande,BR,-32.035,-52.0986,67.95,66,0,13.96,clear sky
410,Port Augusta,AU,-32.5,137.7667,82.71,39,26,18.5,scattered clouds
411,Kizukuri,JP,40.8061,140.3861,38.1,41,100,4.03,overcast clouds
412,Buta,CD,2.7858,24.73,69.06,45,97,1.95,overcast clouds
413,Ylivieska,FI,64.0833,24.55,26.31,89,30,9.66,scattered clouds
414,Port Hawkesbury,CA,45.6169,-61.3485,31.91,95,0,4.61,clear sky
415,Kelo,TD,9.3086,15.8066,67.86,13,6,5.99,clear sky
416,Sfantu Gheorghe,RO,45.8667,25.7833,36.27,98,99,1.16,overcast clouds
417,Bud,US,39.447,-86.1758,40.32,81,81,9.51,broken clouds
418,Pachino,IT,36.7186,15.0907,37.44,54,0,3.85,clear sky
419,Nazarovo,RU,56.0064,90.3914,-21.71,99,13,2.91,few clouds
420,Bako,ET,5.7833,36.5667,71.2,38,100,0.83,overcast clouds
421,Srednekolymsk,RU,67.45,153.6833,-31.31,96,59,6.4,broken clouds
422,Padang,ID,-0.9492,100.3543,82.45,50,100,2.28,overcast clouds
423,Dunedin,NZ,-45.8742,170.5036,68.81,81,42,8.01,scattered clouds
424,Guanica,PR,17.9716,-66.908,76.91,80,0,3.0,clear sky
425,Hami,CN,42.8,93.45,28.08,36,100,6.8,overcast clouds
426,Nalut,LY,30.3333,10.85,42.78,67,3,12.26,clear sky
427,Lorengau,PG,-2.0226,147.2712,84.15,74,62,8.7,broken clouds
428,Sawtell,AU,-30.3833,153.1,88.18,42,0,9.22,clear sky
429,Santiago,CL,-33.4569,-70.6483,72.86,52,0,17.27,clear sky
430,Alta Floresta,BR,-9.8756,-56.0861,70.47,98,100,0.94,moderate rain
431,Fort-Shevchenko,KZ,44.5086,50.263,40.06,73,100,4.07,overcast clouds
432,Quelimane,MZ,-17.8786,36.8883,76.95,88,0,0.0,clear sky
433,Kismayo,SO,-0.3582,42.5454,77.16,82,15,16.4,few clouds
434,Oktyabrskoye,RU,43.0645,44.7417,32.14,100,100,4.47,light snow
435,Flinders,AU,-34.5833,150.8552,91.8,52,53,4.0,broken clouds
436,Alakurtti,RU,66.9672,30.3491,26.64,97,100,4.03,overcast clouds
437,Sabang,ID,5.8933,95.3214,81.66,74,100,13.4,overcast clouds
438,Lerwick,GB,60.1545,-1.1494,37.4,87,94,20.18,overcast clouds
439,Leua,SK,48.2156,18.6071,37.11,85,1,2.15,clear sky
440,La Peca,PE,-5.6111,-78.435,69.82,85,98,3.11,light rain
441,Tandil,AR,-37.3217,-59.1332,60.1,73,2,6.98,clear sky
442,Amapa,BR,1.0,-52.0,71.13,99,51,2.19,broken clouds
443,Blackfoot,US,43.1905,-112.345,28.18,95,16,3.18,few clouds
444,Yatou,CN,37.15,122.3833,43.59,43,2,2.39,clear sky
445,Garissa,KE,-0.4536,39.6401,72.99,86,60,4.7,broken clouds
446,Kendal,GB,54.3268,-2.7476,40.59,87,92,12.39,overcast clouds
447,Canavieiras,BR,-15.675,-38.9472,76.68,89,7,4.32,clear sky
448,Dudinka,RU,69.4058,86.1778,-5.39,98,100,16.02,overcast clouds
449,Quang Ngai,VN,15.1167,108.8,79.21,78,43,5.35,scattered clouds
450,Herzberg,DE,51.6869,13.2202,46.38,76,75,4.61,broken clouds
451,Daru,PG,-9.0763,143.2092,84.6,72,99,6.78,overcast clouds
452,Babushkin,RU,51.7122,105.8647,-2.02,94,100,15.17,overcast clouds
453,Scarborough,GB,54.2797,-0.4044,42.51,84,100,5.01,overcast clouds
454,Strezhevoy,RU,60.7333,77.5889,-11.22,100,13,4.5,few clouds
455,Lac Du Bonnet,CA,50.2536,-96.0612,-7.13,100,19,4.21,few clouds
456,Nacala,MZ,-14.5428,40.6728,73.49,96,87,4.27,light rain
457,Dargaville,NZ,-35.9333,173.8833,84.2,52,95,5.28,overcast clouds
458,Mlowo,TZ,-9.0,32.9833,59.25,95,100,2.35,light rain
459,Mildura,AU,-34.2,142.15,77.07,33,89,9.22,overcast clouds
460,Muscat,OM,23.6139,58.5922,68.02,58,0,1.1,clear sky
461,Alice Springs,AU,-23.7,133.8833,87.35,33,5,10.36,clear sky
462,Mehamn,NO,71.0357,27.8492,16.59,92,49,8.84,scattered clouds
463,Bharatpur,IN,27.2167,77.4833,53.31,83,0,2.98,clear sky
464,Ban Nahin,LA,18.2418,104.2122,84.97,39,6,0.81,clear sky
465,Gladstone,AU,-23.85,151.25,85.93,45,40,11.5,scattered clouds
466,Ngunguru,NZ,-35.6167,174.5,78.17,84,95,9.78,overcast clouds
467,Singapore,SG,1.2897,103.8501,77.2,94,75,3.44,moderate rain
468,Vale Da Amoreira,PT,39.0697,-7.6985,47.61,73,29,3.91,scattered clouds
469,Batiano,PH,7.5534,126.4907,80.26,84,100,4.81,overcast clouds
470,Loudi,CN,27.7344,111.9944,38.59,88,90,2.19,overcast clouds
471,Bandarbeyla,SO,9.4942,50.8122,72.28,69,99,13.91,overcast clouds
472,Katsuura,JP,35.1333,140.3,42.82,78,100,17.67,moderate rain
473,Gorodishche,RU,48.8045,44.4744,31.08,86,100,15.66,overcast clouds
474,Bocaiuva,BR,-17.1078,-43.815,69.51,95,100,2.93,overcast clouds
475,Bani Walid,LY,31.7566,13.9942,46.98,71,1,5.28,clear sky
476,Mikhaylovka,RU,50.06,43.2379,18.12,93,75,9.26,broken clouds
477,Leh,IN,34.1667,77.5833,-5.49,90,98,2.33,overcast clouds
478,Smila,UA,49.2224,31.8871,32.86,88,78,10.4,snow
479,Vostok,RU,46.4856,135.8833,20.5,72,32,2.19,scattered clouds
480,Hounde,BF,11.5,-3.5167,73.31,15,0,6.06,clear sky
481,Matagami,CA,49.7502,-77.6328,24.91,93,100,10.36,light snow
482,Vyazma,RU,55.2104,34.2951,28.74,97,99,10.83,snow
483,Arman,RU,59.7,150.1667,8.17,69,96,2.66,overcast clouds
484,Buraydah,SA,26.326,43.975,54.05,33,0,11.72,clear sky
485,Yagodnoye,RU,62.55,149.6667,-12.32,87,96,2.42,overcast clouds
486,Taksimo,RU,56.3444,114.8794,-6.95,88,65,0.81,broken clouds
487,Faridpur,BD,23.6,89.8333,62.6,54,9,4.12,clear sky
488,Winneba,GH,5.3511,-0.6231,77.56,90,23,5.12,few clouds
489,Vega De Alatorre,MX,20.0333,-96.6333,64.11,87,92,4.45,overcast clouds
490,Camargo,MX,27.6667,-105.1667,53.69,21,73,4.9,broken clouds
491,Marawi,PH,7.9986,124.2928,70.65,79,100,4.85,overcast clouds
492,Sevierville,US,35.8681,-83.5618,51.44,53,12,5.48,few clouds
493,Cairns,AU,-16.9167,145.7667,94.06,56,29,9.22,scattered clouds
494,Antofagasta,CL,-23.65,-70.4,65.48,78,25,3.6,scattered clouds
495,Kenai,US,60.5544,-151.2583,14.05,78,20,28.77,few clouds
496,Berlevag,NO,70.8578,29.0864,25.29,84,34,22.53,scattered clouds
497,Makakilo City,US,21.3469,-158.0858,79.12,60,40,16.11,scattered clouds
498,Muravlenko,RU,63.7898,74.523,-9.89,93,11,11.54,few clouds
499,Salym,RU,60.0625,71.4789,-10.97,99,6,5.08,clear sky
500,Karratha,AU,-20.7377,116.8463,89.24,58,6,17.54,clear sky
501,Dabat,ET,12.9842,37.765,51.6,50,4,3.6,clear sky
502,Kaka,TM,37.3482,59.6143,47.48,34,2,4.09,clear sky
503,Basco,PH,20.4487,121.9702,75.22,81,12,14.23,few clouds
504,Puerto Madero,MX,14.7208,-92.4215,75.4,94,20,0.0,few clouds
505,Khandyga,RU,62.6667,135.6,-21.96,94,92,1.61,overcast clouds
506,Ilave,PE,-16.0833,-69.6667,43.34,87,87,5.03,overcast clouds
507,Minsk,BY,53.9,27.5667,38.95,92,99,16.02,overcast clouds
508,San Juan,AR,-31.5375,-68.5364,86.04,26,96,16.84,overcast clouds
509,Westport,US,41.1415,-73.3579,40.17,87,0,1.01,clear sky
510,Kaili,ID,-3.4626,120.2147,74.17,81,100,1.77,overcast clouds
511,Nantucket,US,41.2835,-70.0995,37.51,86,0,4.61,clear sky
512,Cabo San Lucas,MX,22.8909,-109.9124,70.9,73,20,9.22,few clouds
513,Kysyl-Syr,RU,63.8986,122.7617,-27.56,95,92,2.3,overcast clouds
514,Nhamunda,BR,-2.1861,-56.7131,73.63,97,100,1.12,moderate rain
515,Sioux Lookout,CA,50.1001,-91.917,7.18,72,100,11.5,overcast clouds
516,Pioner,RU,55.3166,85.9508,-8.16,76,0,6.71,clear sky
517,Pacific Grove,US,36.6177,-121.9166,67.69,51,94,3.0,overcast clouds
518,Sechura,PE,-5.5569,-80.8222,73.06,68,99,10.58,overcast clouds
519,Dingle,PH,10.9995,122.6711,83.98,62,15,16.49,few clouds
520,Gualeguaychu,AR,-33.0094,-58.5172,68.86,54,0,8.37,clear sky
521,Abbeville,FR,50.1,1.8333,46.94,88,100,6.55,overcast clouds
522,Ancud,CL,-41.8697,-73.8203,53.42,72,92,10.71,overcast clouds
523,Louga,RU,58.7372,29.8453,33.89,98,100,11.77,light snow
524,Emba,KZ,48.8264,58.1442,8.22,95,93,7.99,overcast clouds
525,Sahbuz,AZ,39.4072,45.5739,33.4,80,79,6.33,broken clouds
526,Kuusamo,FI,65.9667,29.1833,24.84,93,100,9.22,overcast clouds
527,Naruto,JP,34.1833,134.6167,44.62,87,75,5.75,light rain
528,Tabas,IR,33.5959,56.9244,47.46,30,0,2.77,clear sky
529,Mogadishu,SO,2.0371,45.3438,75.07,83,0,11.5,clear sky
530,Korla,CN,41.7597,86.1469,28.42,45,97,2.15,overcast clouds
531,Marsh Harbour,BS,26.5412,-77.0636,72.14,78,87,10.36,overcast clouds
532,Tazovskiy,RU,67.4667,78.7,-3.26,96,48,10.36,scattered clouds
533,Bowen,AU,-20.0167,148.2333,88.02,63,8,12.73,clear sky
534,Tecoanapa,MX,16.5167,-98.75,76.06,75,3,4.32,clear sky
535,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,75,0.0,broken clouds
536,Ordzhonikidze,KZ,52.4411,61.7408,-4.09,100,100,4.68,overcast clouds
537,Bonfim,BR,3.0833,-59.95,83.86,49,95,4.99,overcast clouds
538,Ulaangom,MN,49.9811,92.0667,-16.13,98,99,1.7,overcast clouds
539,Stornoway,GB,58.2093,-6.3865,39.16,80,75,20.71,broken clouds
540,Bhatkal,IN,13.9667,74.5667,75.07,64,41,2.46,scattered clouds
541,Basoko,CD,1.2391,23.616,70.07,76,87,4.03,overcast clouds
542,Yugo-Kamskiy,RU,57.7053,55.5894,24.82,89,100,10.92,overcast clouds
543,Obo,CF,5.3998,26.4869,69.49,30,28,2.93,scattered clouds
544,Huarmey,PE,-10.0681,-78.1522,71.38,79,100,6.33,overcast clouds
545,Wodonga,AU,-36.1167,146.8833,85.26,80,100,5.75,overcast clouds
546,Safaga,EG,26.7292,33.9365,57.15,50,0,16.84,clear sky
547,Altona,DE,53.55,9.9333,43.47,97,100,5.75,overcast clouds
548,Maputo,MZ,-25.9653,32.5892,77.23,89,40,2.3,scattered clouds
549,Finschhafen,PG,-6.6024,147.8681,85.93,70,88,7.23,overcast clouds
550,Bosaso,SO,11.2842,49.1816,70.09,67,44,4.27,scattered clouds
551,Severnyy,RU,50.677,36.5532,32.04,74,75,6.71,broken clouds
552,Kendrapara,IN,20.5042,86.416,68.41,58,3,4.65,clear sky
553,Luanda,AO,-8.8368,13.2343,77.0,78,75,4.61,broken clouds
554,Narsaq,GL,60.9167,-46.05,16.02,69,97,10.42,overcast clouds
555,Mackay,AU,-21.15,149.2,90.68,70,1,12.66,clear sky
556,Esmeraldas,BR,-19.7625,-44.3139,68.86,95,100,3.2,overcast clouds
557,Capoterra,IT,39.1763,8.9718,44.53,76,0,6.91,clear sky
558,Pontivy,FR,48.0,-3.0,47.25,87,100,5.26,overcast clouds
559,Labuhan,ID,-6.8844,112.2051,82.99,73,100,9.26,overcast clouds
560,Moerai,PF,-22.4333,-151.3333,79.97,78,100,12.15,light rain
561,Mikuni,JP,36.2171,136.1519,39.11,70,100,6.76,overcast clouds
562,Alexandria,EG,31.2156,29.9553,52.34,81,40,18.41,scattered clouds
563,Quincy,US,42.2529,-71.0023,36.95,77,20,10.36,few clouds
564,Collie,AU,-33.3667,116.15,87.71,24,2,6.76,clear sky
565,Scharnstein,AT,47.9044,13.9601,37.44,64,55,2.98,broken clouds
566,Port Shepstone,ZA,-30.7414,30.455,74.64,80,94,6.22,overcast clouds
567,Morondava,MG,-20.2833,44.2833,76.71,83,72,8.05,broken clouds
568,Felipe Carrillo Puerto,MX,19.5833,-88.05,65.75,91,3,3.83,clear sky
569,Willowmore,ZA,-33.2926,23.4895,62.35,63,0,2.95,clear sky
570,Lisala,CD,2.15,21.5167,75.47,30,89,1.77,overcast clouds
571,Biltine,TD,14.5333,20.9167,61.79,16,0,11.41,clear sky
572,Nuuk,GL,64.1835,-51.7216,21.81,93,100,8.05,overcast clouds
573,Huanta,PE,-12.9333,-74.25,56.37,80,65,3.98,broken clouds
574,Bershet,RU,57.7309,56.3783,24.06,91,100,11.56,overcast clouds
575,Kurush,RU,41.2841,47.8345,10.29,51,3,5.28,clear sky
576,Aloleng,PH,16.1307,119.7824,84.27,59,43,1.81,scattered clouds
577,Del Rio,US,29.3627,-100.8968,64.51,22,0,6.91,clear sky
578,Mwense,ZM,-10.3845,28.698,65.1,99,100,3.83,light rain
579,Sorong,ID,-0.8833,131.25,81.12,77,99,3.65,overcast clouds
580,Rocha,UY,-34.4833,-54.3333,60.44,87,0,5.99,clear sky
581,Uyuni,BO,-20.4597,-66.825,54.03,32,4,11.7,clear sky
582,Ngorongoro,TZ,-3.2397,35.4875,49.68,73,100,4.23,overcast clouds
583,Saint-Denis,FR,48.9167,2.3333,45.1,90,100,8.05,mist
584,Hobyo,SO,5.3505,48.5268,75.78,72,100,20.11,overcast clouds
585,Odessa,UA,46.4775,30.7326,31.93,93,75,4.47,broken clouds
586,Saint-Augustin,CA,51.226,-58.6502,21.52,85,44,10.58,scattered clouds
587,Sungaipenuh,ID,-2.0833,101.3833,72.36,49,95,0.76,overcast clouds
588,Barra Do Garcas,BR,-15.89,-52.2567,70.38,98,95,2.1,overcast clouds
589,Sobolevo,RU,54.4299,31.8996,33.98,98,100,15.12,snow
590,Vadlapudi,IN,14.3167,79.8,73.62,68,22,1.19,few clouds
591,Komsomolskiy,UZ,40.4272,71.7189,33.22,86,100,6.91,mist
592,Taoudenni,ML,22.6783,-3.9836,61.9,24,0,11.5,clear sky
593,Lodi,US,38.1302,-121.2725,64.33,62,0,3.0,clear sky
594,Chanika,TZ,-5.4167,38.0167,68.11,88,100,2.98,overcast clouds
595,Neumunster,DE,54.0667,9.9833,43.88,100,100,3.0,overcast clouds
596,Canazas,PA,8.3167,-81.2167,69.98,86,11,5.21,few clouds
597,Qandala,SO,11.472,49.8728,70.59,54,25,5.73,scattered clouds
598,Denpasar,ID,-8.65,115.2167,82.06,83,20,5.75,few clouds
599,Temnikov,RU,54.6302,43.2148,12.49,97,99,3.27,overcast clouds
600,Qasigiannguit,GL,68.8193,-51.1922,10.65,91,100,10.78,overcast clouds
601,Brae,GB,60.3964,-1.353,39.11,76,97,17.25,overcast clouds
602,Pasni,PK,25.2631,63.471,68.85,28,0,9.51,clear sky
603,Chunskiy,RU,56.0815,99.6342,-17.54,97,98,0.51,overcast clouds
604,Ambon,ID,-3.6954,128.1814,84.34,79,40,4.61,scattered clouds
605,Okha,RU,53.5739,142.9478,17.74,94,100,12.91,light snow
606,Dehloran,IR,32.6941,47.2679,55.8,35,6,9.86,clear sky
607,Priiskovyy,RU,51.9333,116.6333,-3.23,94,95,1.92,overcast clouds
608,Daneti,RO,43.9833,24.05,37.18,91,0,5.03,clear sky
609,Sakaiminato,JP,35.55,133.2333,49.98,43,75,6.91,broken clouds
610,Wajima,JP,37.4,136.9,39.88,81,75,10.36,light rain
611,Kandrian,PG,-6.2167,149.55,84.69,73,97,5.55,light rain
612,Shashi,CN,30.3072,112.2447,41.74,73,99,3.51,overcast clouds
613,Rock Sound,BS,24.9,-76.2,75.36,77,77,9.66,broken clouds
614,Atikokan,CA,48.7555,-91.6216,8.56,90,100,9.75,overcast clouds
615,Omsukchan,RU,62.5333,155.8,-10.12,79,71,4.09,broken clouds
616,Faya,SA,18.3851,42.4509,55.51,74,9,2.59,clear sky
617,Hondo,JP,32.45,130.2,49.95,67,31,8.25,scattered clouds
618,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.06,72,84,10.29,broken clouds
619,Zonguldak,TR,41.25,31.8333,31.37,100,100,2.21,light snow
620,Mbarara,UG,-0.608,30.65,62.58,70,100,2.17,overcast clouds
621,Mosquera,CO,4.7059,-74.2302,55.49,88,75,4.61,broken clouds
622,Diego De Almagro,CL,-26.3667,-70.05,61.9,59,0,2.62,clear sky
623,Shelburne,CA,44.0787,-80.2041,36.05,88,100,12.37,overcast clouds
624,Bibiani,GH,6.4635,-2.3194,69.89,99,12,1.43,few clouds
625,Yevlax,AZ,40.6089,47.1492,39.42,46,9,6.31,clear sky
626,Bara,NG,10.3744,10.7288,65.16,11,78,7.7,broken clouds
627,San Luis,AR,-33.295,-66.3356,72.97,36,46,12.12,scattered clouds
628,Jiuquan,CN,39.7432,98.5174,26.37,38,82,1.9,broken clouds
629,Tessalit,ML,20.1986,1.0114,62.1,11,0,9.26,clear sky
630,Tilichiki,RU,60.4667,166.1,-6.48,76,7,5.41,clear sky
631,De-Kastri,RU,51.4667,140.7833,14.13,84,69,7.16,broken clouds
632,Murray Bridge,AU,-35.1167,139.2667,78.69,44,11,15.5,few clouds
633,Borogontsy,RU,62.6683,131.1683,-19.52,93,95,4.27,overcast clouds
634,Broken Hill,AU,-31.95,141.4333,78.51,36,9,19.57,clear sky
635,Howard Springs,AU,-12.497,131.047,91.87,76,58,6.2,broken clouds
636,Batesville,US,35.7698,-91.641,54.01,30,0,5.75,clear sky
637,Paracuru,BR,-3.41,-39.0306,82.42,79,13,7.14,few clouds
638,Goba,ET,7.0167,39.9833,46.62,63,15,3.27,few clouds
639,Louis Trichardt,ZA,-23.0439,29.9032,65.55,84,2,4.59,clear sky
640,Hirara,JP,24.8,125.2833,68.27,83,75,17.27,broken clouds
641,Rio Hato,PA,8.3833,-80.1667,80.78,76,22,12.88,few clouds
642,Namtsy,RU,62.7161,129.6658,-27.29,91,83,3.18,broken clouds
643,Maragogi,BR,-9.0122,-35.2225,80.42,71,76,9.89,broken clouds
644,Rio Cuarto,AR,-33.1307,-64.3499,70.66,38,0,14.83,clear sky
645,Llanes,ES,43.4198,-4.7549,52.9,65,8,4.79,clear sky
646,Wollongong,AU,-34.4333,150.8833,96.22,55,55,7.99,broken clouds
647,Rivera,UY,-30.9053,-55.5508,64.6,49,0,10.33,clear sky
648,Henties Bay,NA,-22.116,14.2845,66.85,89,1,5.3,clear sky
649,Altamont,US,42.2068,-121.7372,49.77,53,0,3.44,clear sky
650,Belen,TR,36.4891,36.2233,37.54,100,75,3.44,broken clouds
651,Wahiawa,US,21.5028,-158.0236,77.32,64,100,6.91,overcast clouds
652,Sakakah,SA,29.9697,40.2064,53.17,67,0,11.16,clear sky
653,Thung Song,TH,8.1645,99.6804,87.19,68,100,8.03,overcast clouds
654,Muroto,JP,33.2833,134.15,46.44,85,100,5.66,overcast clouds
655,Ostersund,SE,63.1792,14.6357,30.65,86,37,18.41,scattered clouds
656,Ejby,DK,55.4858,12.0817,38.08,93,20,5.75,few clouds
657,Victoria,HK,22.2855,114.1577,66.94,84,93,3.0,overcast clouds
658,Toyooka,JP,35.5333,134.8333,46.51,87,75,2.3,light rain
659,Marathon,US,44.9,-89.7668,29.19,66,0,11.5,clear sky
660,Houma,US,29.5958,-90.7195,54.0,72,16,4.32,few clouds
661,Chutove,UA,49.7104,35.1603,31.73,85,67,12.1,broken clouds
662,Ajaccio,FR,42.0,8.9167,39.25,93,0,8.05,clear sky
663,Moron,AR,-34.6534,-58.6198,73.15,84,1,8.16,clear sky
664,Xingcheng,CN,40.6167,120.7167,34.3,49,1,1.61,clear sky
665,El Seibo,DO,18.7641,-69.0375,71.13,89,1,4.32,clear sky
666,Port Hueneme,US,34.1478,-119.1951,79.72,32,0,10.36,clear sky
667,Port Hedland,AU,-20.3167,118.5667,89.65,66,8,16.11,clear sky
668,Igrim,RU,63.1906,64.4162,6.33,94,78,11.18,broken clouds
669,Lodja,CD,-3.4833,23.4333,69.64,99,100,5.01,moderate rain
670,Burnie,AU,-41.0667,145.9167,72.95,40,1,11.65,clear sky
671,Leshan,CN,29.5623,103.7639,46.56,67,88,2.66,overcast clouds
672,Kissidougou,GN,9.1848,-10.0999,68.9,23,0,2.77,clear sky
673,Eyl,SO,7.9803,49.8164,70.45,75,21,14.27,few clouds
674,Miri,MY,4.4148,114.0089,84.34,84,40,5.75,scattered clouds
675,Kotdwara,IN,29.75,78.5333,44.55,69,0,3.36,clear sky
676,Pandavapura,IN,12.5006,76.6733,68.04,64,18,4.92,few clouds
677,Demba,CD,-5.51,22.2667,66.74,98,97,2.15,overcast clouds
678,Krasnoturansk,RU,54.3186,91.5639,-22.04,99,64,1.41,broken clouds
679,Tahta,EG,26.7693,31.5021,57.52,60,0,9.8,clear sky
680,Muli,MV,2.9167,73.5667,81.07,75,70,9.06,broken clouds
681,Marystown,CA,47.1666,-55.1483,34.86,100,69,8.99,broken clouds
682,Zhigalovo,RU,54.8097,105.1578,-8.77,92,100,2.44,overcast clouds
683,Saurimo,AO,-9.6608,20.3916,61.65,88,100,3.36,overcast clouds
684,Porto Novo,BJ,6.4965,2.6036,82.22,90,1,4.99,clear sky
685,Oyama,JP,36.3,139.8,40.89,93,100,6.67,overcast clouds
686,San Pedro,PH,14.35,121.0167,85.35,62,40,8.05,scattered clouds
687,Cananeia,BR,-25.0147,-47.9267,72.43,85,56,2.15,broken clouds
688,Gorontalo,ID,0.5412,123.0595,89.92,57,95,1.77,overcast clouds
689,Wheeling,US,42.1392,-87.929,36.99,81,100,4.0,overcast clouds
690,Lufkin,US,31.3382,-94.7291,54.05,61,0,0.0,clear sky
